paper, book
boar, pig
livestock, cow
livestock, sheep
spade, shovel
sleeve, arm
belly, stomach
scrape, cut
corpse, dead
corpse, body
vine, wine
chin, mouth
spider, man
splash, wet
heron, bird
heron, white
strain, try
strain, hear
merry, happy
latch, key
midday, lunch
shin, bone
bore, tired
yawn, sleep
yawn, tired
fork, spoon
dove, bird
lick, spoon
crow, bird
mute, dumb
itch, scratch
ripe, rotten
ripe, ready
seagull, bird
sloth, lazy
fatigue, tired
adobe, house
adobe, clay
parrot, bird
clay, dirt
heel, bottom
heel, foot
vulture, buzzard
vulture, bird
mattress, bed
rub, scratch
rub, itch
pine, tree
pine, wood
thunder, lightning
pouch, sack
prisoner, war
twig, branch
twig, leaf
toad, frog
injure, damage
salty, sweet
womb, baby
bait, worm
wipe, clean
wipe, towel
nephew, boy
nephew, niece
nephew, son
calf, cow
calf, small
jaw, chew
calf, cow
paddle, boat
mast, sail
bloom, flower
throat, neck
bloom, flower
summit, mountain
summit, mountain
summit, top
nipple, breast
curse, swear
nipple, breast
nipple, breast
magpie, bird
scrape, scratch
jaw, chew
belly, stomach
skull, head
wipe, clean
swan, goose
twig, branch
twig, tree
leopard, tiger
corpse, dead
bracelet, necklace
bracelet, wrist
liver, kidney
fir, tree
fir, wood
pork, pig
coconut, tree
coconut, nut
livestock, cow
mattress, bed
severe, bad
brown, bark
brown, leather
raw, meat
mattress, bed
clay, dirt
mosquito, bite
mute, deaf
python, snake
fork, spoon
eagle, bird
accuse, blame
accuse, suspect
vine, wine
beggar, poor
bait, hook
harvest, vegetables
forehead, body
wasp, bee
chin, jaw
merchant, sell
necklace, neck
lip, mouth
paddle, canoe
slope, mountain
slope, steep
boar, pig
shin, leg
famine, hunger
bald, head
raven, black
freeze, ice
colorful, flower
salty, thirsty
frost, ice
frost, cold
niece, nephew
temple, church
bamboo, wood
obscure, difficult
bore, hole
bore, boar
seed, flower
seed, grass
seagull, bird
pine, tree
yawn, tired
pouch, bag
pouch, pocket
tortoise, turtle
fatigue, tired
udder, milk
elevation, height
elevation, mountain
flee, flea
lasso, rope
nostril, nose
buttocks, behind
sparrow, bird
plough, field
sweep, broom
thorn, pain
ram, bull
thorn, bush
reef, sea
midday, lunch
gecko, lizard
toad, frog
magician, magic
pan, dish
weave, loom
heel, sit
heel, foot
ripe, ready
ripe, red
eyebrow, eyelash
lasso, rope
fir, tree
fork, spoon
python, snake
famine, hunger
bracelet, necklace
footprint, foot
collar, neck
belly, full
belly, stomach
raw, meat
raw, cooked
summit, mountain
flee, run
weave, spin
kidney, bean
twig, stick
vine, wine
oat, barley
wasp, bee
nostril, nose
nostril, hole
magpie, bird
oar, row
jewel, stone
spade, shovel
sweep, broom
sweep, clean
scrape, scratch
lick, suck
yawn, sneeze
freeze, ice
anvil, blacksmith
saliva, mouth
salty, sea
widow, woman
udder, milk
udder, nipple
elevation, high
paddle, boat
cheek, red
cheek, face
leopard, beautiful
livestock, cattle
claw, foot
clay, brick
louse, house
screwdriver, tool
gecko, lizard
valley, wind
valley, deep
valley, green
ash, fireplace
raven, crow
sling, throw
termite, ant
crow, bird
nephew, niece
nephew, aunt
nephew, cousin
spear, arrow
spear, stab
seagull, bird
dove, bird
pill, medicine
wages, earn
moth, butterfly
lizard, snake
lizard, frog
latch, key
latch, hook
cunning, clever
injure, damage
earthquake, shake
itch, scratch
frost, cold
forehead, face
forehead, head
vulture, bird
rib, bone
fireplace, fire
grandfather, old
rub, itch
rub, scratch
skull, head
necklace, neck
shin, leg
forehead, face
jealous, envy
merry, happy
tortoise, turtle
wipe, clean
navel, belly
barley, wheat
bloom, flower
chin, jaw
adobe, brick
slope, hill
heron, bird
acorn, oak
acorn, nut
postcard, letter
ram, sheep
bamboo, forest
rooster, chicken
thunder, storm
soot, ash
thunder, cloud
thunder, dark
fatigue, tired
damp, wet
magician, magic
hawk, eagle
niece, girl
niece, aunt
cave, hole
niece, cousin
niece, aunt
niece, girl
niece, aunt
cave, hole
niece, girl
niece, aunt
clan, family
shore, water
clan, family
shore, sand
shore, land
deceit, wrong
sieve, shake
sieve, strain
nephew, niece
summit, mountain
calf, cow
calf, leg
calf, foot
raft, river
dove, bird
blink, eyelid
midday, sun
grasshopper, insect
sparrow, bird
postcard, letter
cheek, face
sweep, clean
sweep, broom
seed, nut
seed, sperm
flute, pipe
tongs, fork
belly, stomach
itchy, scratch
nostril, nose
salty, sea
lobster, fish
twig, wood
twig, tree
heel, foot
peel, skin
bracelet, wrist
bracelet, bead
bloom, flower
conceive, idea
vulture, bird
freeze, ice
scar, wound
mail, letter
mail, post
obscure, difficult
obscure, dark
oar, row
boar, wild boar
thorn, sharp
corpse, body
corpse, dead
chameleon, lizard
curse, swear
vertical, straight
fatigue, tired
bead, necklace
eyebrow, eye
shovel, spade
thread, sew
womb, baby
silk, thread
python, snake
scared, angry
magpie, bird
skull, head
skull, brain
ash, fire
temple, worship
barley, wheat
saliva, mouth
idol, god
jealous, envy
parrot, bird
yawn, tired
udder, milk
injure, damage
flee, leave
coconut, tree
earthquake, shake
livestock, sheep
poison, drink
hail, snow
pork, pig
moth, butterfly
louse, bite
louse, head
louse, nit
louse, rat
toad, frog
toad, frog
louse, flea
belly, stomach
pouch, pocket
seagull, bird
moth, butterfly
coconut, palm tree
lick, tongue
vulture, bird
postcard, letter
splash, wet
parents, family
udder, milk
soot, ash
mast, sail
vertical, straight
heron, bird
acorn, oak
acorn, seed
slanted, crooked
famine, hunger
clay, dirt
crocodile, lizard
shin, leg
latch, key
latch, lock
vine, grape
python, snake
foam, soap
pine, tree
spider, insect
salty, meat
hyena, animal
valley, river
chameleon, lizard
cunning, clever
elevation, mountain
tortoise, turtle
scar, wound
barley, grain
arch, back
liver, blood
surrender, give
curse, bad
earthquake, shake
fin, gill
beggar, poor
damp, wet
recover, rest
howl, call
caterpillar, worm
ditch, dig
midday, twelve
cultivate, grow
sparrow, bird
mosquito, bite
parrot, bird
injure, cut
flee, flea
flee, leave
flee, go
spit, saliva
oar, paddle
leopard, tiger
frost, cold
fingernail, finger
fingernail, tooth
convict, guilty
lasso, rope
slope, hill
pork, pig
itch, scratch
goose, duck
corpse, dead
merry, happy
paddle, oar
screwdriver, tool
eagle, bird
kidney, bean
kidney, urine
gecko, lizard
nephew, niece
nephew, aunt
fir, tree
fir, pine
envy, jealous
envy, greedy
envy, want
twig, branch
twig, leaf
twig, stick
womb, vagina
coyote, wolf
wipe, clean
mattress, bed
lobster, red
lobster, crab
cave, hole
cave, stone
buttocks, bottom
chin, jaw
skull, head
raven, black
heel, foot
bald, head
heel, foot
sword, sharp
dive, swim
calf, cow
bloom, flower
saliva, mouth
plough, field
saliva, spit
fork, spoon
bamboo, wood
conceive, idea
summit, top
summit, mountain
bead, necklace
summit, mountain
summit, top
yawn, open
summit, top
ash, dust
ash, fire
nostril, nose
twig, stick
twig, leaf
navel, belly
spear, kill
lasso, rope
armpit, shoulder
veil, cover
bamboo, wood
sword, knife
goose, duck
fatigue, tired
parents, family
bore, hole
lick, tongue
sweep, broom
thunder, lightning
thunder, storm
jealous, envy
udder, milk
curse, swear
paddle, canoe
damp, wet
shark, fish
shark, dolphin
arch, back
shrimp, crab
weave, rug
womb, baby
cheek, face
cultivate, grow
rub, touch
vine, wine
vine, grape
mail, letter
jaw, bone
jaw, face
nephew, boy
grandfather, old
grandfather, grandson
vulture, eagle
scar, face
itch, scratch
adobe, house
adobe, clay
wipe, clean
pork, pig
grief, cry
skull, head
livestock, cow
elevation, mountain
mast, sail
squat, sit
magpie, bird
anvil, blacksmith
accuse, guilty
wasp, bee
mosquito, insect
grasshopper, insect
heron, bird
strain, heavy
slanted, slope
sparrow, bird
pine, tree
yawn, tired
wages, money
mattress, bed
forge, anvil
midday, afternoon
fireplace, fire
crow, bird
flee, hurry
flee, run
moth, butterfly
lobster, red
ripe, ready
barley, wheat
barley, wheat
barley, grain
raven, black
fir, tree
spider, insect
lobster, red
salty, ocean
salty, sea
oat, grain
prisoner, prison
spit, saliva
ladle, spoon
ram, wool
ladle, spoon
merry, happy
lip, face
merry, happy
belly, fruit
magician, magic
collar, neck
vulture, eagle
freeze, ice
cheek, face
idol, statue
livestock, cow
sparrow, bird
liver, heart
earthquake, shake
rib, bone
shovel, spade
raft, boat
shore, sea
shore, sand
clay, pot
sling, cast
bore, hole
strain, twist
spade, dig
mattress, bed
grandfather, grandmother
toad, frog
nephew, uncle
nephew, boy
frost, ice
frost, cold
trough, hole
trough, dig
termite, ant
moth, insect
adobe, clay
eyebrow, eye
shin, leg
shin, calf
kidney, bean
spit, saliva
spit, mouth
screwdriver, tool
mail, letter
gecko, lizard
pinch, dream
calf, cow
scrape, scratch
paddle, canoe
scrape, fight
scrape, rub
raw, fresh
raven, black
mast, sail
nipple, breast
bead, necklace
fatigue, tired
wages, pay
skull, head
boar, bear
itchy, scratch
yawn, tired
grasshopper, insect
scar, face
bloom, flower
cunning, clever
python, snake
goose, duck
udder, milk
jaw, bone
jaw, mouth
mumble, stutter
brave, heart
brave, soldier
crow, bird
lick, tongue
harvest, autumn
harvest, autumn
mosquito, bite
fork, pitchfork
coyote, wolf
vine, grape
slope, steep
peel, skin
claw, hook
sleeve, arm
sleeve, new
eagle, bird
footprint, shoe
accuse, blame
corpse, body
corpse, dead
weave, loom
weave, rug
pine, cone
pine, tree
clan, family
sweep, clean
sweep, broom
pine, tree
shiver, shake
fir, tree
fir, pine
widow, woman
curse, swear
curse, bad
arch, back
flee, go
temple, pray
temple, worship
claw, scratch
claw, paw
nipple, breast
parents, mother
parents, father
grandfather, old
livestock, sheep
salty, sea
heap, high
burning, flame
chisel, mold
cunning, clever
crow, bird
heron, bird
womb, baby
wasp, bee
envy, jealous
shore, sea
shore, sun
shore, sand
kneel, suck
clan, family
vine, wine
chameleon, lizard
fingernail, finger
dive, splash
magpie, bird
pork, pig
ditch, hole
shin, leg
shin, bone
mail, letter
plough, sew
gecko, lizard
buttocks, anus
calf, cow
calf, leg
vulture, bird
cave, hole
spear, shoot
spear, arrow
rooster, bird
bloom, flower
elevation, height
elevation, mountain
raft, boat
twig, branch
twig, tree
pinch, steal
clay, mud
sweep, broom
mast, sail
dove, bird
throat, neck
niece, nephew
nephew, niece
nephew, boy
nephew, aunt
ram, sheep
lick, tongue
lick, good
squat, sit
latch, key
collar, neck
wipe, clean
fork, spoon
sling, throw
earthquake, shake
jaw, mouth
jaw, bone
parrot, bird
parrot, green
spade, shovel
cultivate, grow
pierce, hole
barley, wheat
barley, rye
skull, head
corpse, dead
shovel, spade
toad, frog
weed, grass
bait, worm
bait, hook
surrender, defeat
necklace, chain
liver, wet
raw, meat
raw, rough
raw, red
frost, cold
lip, mouth
thread, string
thread, silk
fatigue, tired
fatigue, rest
summit, mountain
raven, crow
raven, black
spit, water
slope, steep
bald, head
bald, smooth
kidney, bean
kidney, urine
mumble, speech
paddle, oar
paddle, canoe
preach, teach
paddle, row
paddle, canoe
strain, pull
lasso, rope
splash, swim
goose, duck
oar, row
oar, paddle
lobster, fish
cheek, bone
screwdriver, tool
screwdriver, tool
brave, heart
nostril, nose
sparrow, bird
sparrow, bird
bead, bracelet
bead, glass
severe, bad
fur, soft
raw, red
python, snake
calf, cow
calf, small
thunder, lightning
acorn, nut
salty, ocean
parents, family
hail, snow
hyena, animal
lick, tongue
parrot, bird
sword, knife
plough, hand
plough, field
itch, scratch
anvil, blacksmith
strain, try
raven, black
nipple, breast
heron, bird
coconut, tree
fir, tree
fir, wood
squat, sit
sloth, lazy
pine, tree
rooster, chicken
rooster, call
fatigue, tired
raft, river
niece, nephew
ash, soot
ash, fire
mast, sail
magpie, bird
tortoise, turtle
womb, baby
curse, swear
bait, worm
sweep, clean
sweep, broom
jaw, bone
heel, foot
yawn, tired
navel, belly
navel, stomach
thorn, sharp
thorn, pain
buttocks, play
cultivate, grow
lobster, crab
lobster, red
lobster, red
lobster, crab
nostril, nose
bamboo, wood
necklace, chain
boar, pig
coyote, dog
temple, worship
wages, pay
frost, freeze
eagle, bird
scar, wound
slope, hill
parakeet, parrot
moth, insect
goose, duck
fork, spoon
latch, lock
shore, sea
valley, river
dove, bird
corpse, dead
grandfather, old
bloom, flower
accuse, blame
veil, cloth
shrimp, crab
spade, shovel
grasshopper, insect
injure, damage
grasshopper, insect
belly, stomach
adobe, house
adobe, clay
cheek, face
merry, happy
slanted, crooked
chin, head
louse, rat
cheek, face
buffalo, bull
buffalo, cow
buffalo, bull
udder, milk
famine, hunger
clay, wet
mast, sail
mute, deaf
midday, sun
corpse, dead
corpse, body
mute, dumb
parakeet, parrot
toad, frog
mail, post
mail, letter
acorn, nut
acorn, oak
barley, wheat
fatigue, tired
python, snake
beggar, poor
freeze, ice
screwdriver, tool
vertical, straight
latch, lock
accuse, guilty
swamp, mud
weave, yarn
niece, girl
niece, aunt
skull, head
frost, cold
salty, sea
raven, black
frost, snow
frost, ice
frost, cold
crow, raven
spade, shovel
termite, ant
cultivate, grow
nephew, aunt
nephew, niece
nephew, uncle
ginger, name
pouch, pocket
magpie, bird
sword, knife
womb, baby
bead, necklace
flee, run
flee, escape
plough, field
udder, milk
chisel, knife
poison, drink
raft, boat
raft, ship
valley, river
cloak, coat
goose, duck
chameleon, lizard
crops, vegetables
pine, cone
pine, tree
calf, cow
yawn, tired
forehead, head
bless, priest
louse, hair
vulture, bird
elevation, height
elevation, mountain
torch, lamp
paddle, boat
fireplace, fire
moth, insect
foam, soap
idol, statue
pierce, nose
ditch, dig
thunder, storm
rooster, bird
rooster, chicken
vine, wine
raw, meat
raw, young
leech, take
strain, try
strain, push
shark, fish
seagull, bird
twig, tree
summit, mountain
summit, top
wipe, clean
envy, jealous
oar, paddle
tortoise, turtle
earthquake, shake
curse, swear
dove, bird
lip, mouth
nipple, breast
pork, pig
bald, head
coyote, fox
coyote, wolf
slanted, slope
kneel, knee
livestock, cattle
shiver, shake
anvil, blacksmith
bloom, flower
sleeve, arm
sleeve, arm
dive, swim
sparrow, bird
sparrow, bird
rib, side
merry, happy
anvil, blacksmith
bloom, flower
eagle, leather
fir, tree
fir, tree
jealous, envy
fir, tree
fir, fur
crow, vulture
barley, wheat
flea, jump
wipe, clean
valley, green
yawn, tired
latch, lock
weapons, sword
weapons, gun
itchy, scratch
skull, head
bless, priest
rub, wash
spade, shovel
rib, bone
magpie, bird
mail, letter
heron, bird
nostril, nose
scrape, fight
parrot, bird
mumble, whisper
fireplace, fire
gravel, sand
cave, deep
splash, jump
pouch, bag
pouch, pocket
fatigue, tired
thread, string
thread, cotton
cloak, coat
envy, jealous
flee, flea
flee, run
elevation, height
elevation, mountain
twig, stick
twig, wood
belly, stomach
termite, ant
shore, sea
shore, lake
coconut, water
bait, worm
bait, hook
ram, ewe
ram, lamb
vine, grape
vine, leaf
motorcycle, car
heel, foot
niece, nephew
niece, uncle
niece, aunt
adobe, house
sloth, lazy
damp, wet
acorn, oak
acorn, nut
midday, sun
midday, twelve
ladle, spoon
wages, money
wages, pay
bracelet, necklace
ash, fire
ash, burn
calf, cow
clay, brick
salty, ocean
jaw, mouth
jaw, chin
leopard, lion
saliva, spit
saliva, mouth
curse, bad
bald, head
mattress, bed
eyebrow, eye
beggar, poor
mosquito, insect
throat, swallow
throat, neck
throat, voice
shin, leg
sword, shield
preach, speak
goose, duck
sword, shield
plough, field
plough, furrow
nephew, niece
nephew, boy
python, snake
tortoise, turtle
chameleon, lizard
shiver, shake
udder, milk
udder, milk
rooster, chicken
shore, sea
shore, bay
calf, cow
salty, sweet
salty, bitter
lasso, rope
womb, body
saliva, spit
mosquito, insect
severe, hard
papaya, banana
peel, skin
merchant, sell
heel, foot
fingernail, hand
fingernail, hair
coconut, tree
coconut, sand
frost, ice
frost, cold
livestock, open
earthquake, shake
barley, grain
barley, food
chameleon, lizard
raw, meat
mattress, bed
eyebrow, eye
forehead, head
sloth, lazy
bead, necklace
bead, bracelet
sling, throw
chimney, fireplace
veil, cover
pouch, pocket
pine, tree
louse, cockroach
louse, head
slope, slanted
eagle, bird
slanted, crooked
oat, grain
nostril, nose
cloak, cloth
skull, head
skull, brain
belly, stomach
valley, green
rooster, hen
rooster, chicken
crawl, walk
ram, sheep
ash, fire
ladle, spoon
pork, pig
plough, furrow
widow, woman
pan, pot
coyote, dog
caterpillar, worm
envy, anger
bamboo, tree
bamboo, wood
bamboo, stick
seagull, bird
soot, dirt
claw, scratch
bracelet, necklace
cave, hole
raven, black
clan, family
clan, people
parrot, bird
burning, hot
twig, branch
jealous, envy
squat, sit
yawn, tired
shovel, spade
raft, boat
wasp, bee
mast, sail
sleeve, arm
spit, saliva
spit, mouth
sparrow, bird
clay, sand
lip, tongue
seed, flower
vertical, straight
latch, key
summit, top
wages, pay
wages, money
crops, vegetables
fireplace, stove
fireplace, fire
chisel, ice
sweep, broom
wipe, clean
temple, church
lobster, crab
cultivate, grow
cultivate, grow
temple, church
lobster, red
temple, worship
sweep, clean
sweep, broom
skull, head
sweep, clean
lasso, rope
reed, wood
fatigue, tired
lip, edge
lip, mouth
throat, swallow
cape, island
scrape, scratch
adobe, mud
fork, spoon
heel, foot
chameleon, lizard
thorn, finger
bloom, flower
conceive, pregnant
ash, fire
spade, shovel
grasshopper, insect
mast, sail
raw, food
spear, stick
shore, edge
shore, sand
dove, bird
vulture, bird
parrot, bird
cloak, coat
rooster, hen
damp, cold
damp, wet
raft, boat
nipple, breast
elevation, height
elevation, mountain
shovel, spade
arch, bow
arch, back
womb, baby
coyote, dog
pine, tree
crow, bird
bore, sleep
mute, dumb
udder, milk
merry, happy
nephew, uncle
nephew, boy
sling, throw
curse, swear
curse, bad
jaw, mouth
corpse, dead
crab, lobster
ram, sheep
ditch, hole
ditch, dig
mattress, bed
uncover, dig
mattress, bed
latch, key
grandfather, grandchild
grandfather, old
sleeve, arm
fur, hair
slanted, slope
convict, guilty
convict, acquit
groan, ache
calf, cow
tortoise, turtle
termite, ant
kidney, stone
eagle, bird
livestock, cattle
shiver, fever
crawl, walk
bead, necklace
twig, branch
twig, tree
thunder, lightning
thunder, storm
hyena, animal
lick, tongue
bracelet, wrist
bracelet, fist
barley, wheat
moth, insect
midday, lunch
thread, sew
belly, round
paddle, oar
paddle, boat
fir, tree
oar, row
oar, paddle
ladle, spoon
oat, grain
oat, goat
clan, family
plough, field
flee, run
spit, take
spit, water
spit, dribble
chisel, axe
spider, man
strain, push
heron, bird
famine, hunger
bamboo, tree
famine, hunger
magician, sorcerer
trousers, wrong
python, snake
python, snake
freeze, ice
mosquito, bite
yawn, tired
rib, bone
rib, chest
yawn, tired
rib, bone
raw, meat
nostril, nose
nostril, nose
elevation, high
mute, deaf
curse, swear
screwdriver, tool
scrape, scratch
collar, neck
burning, flame
magpie, bird
salty, ocean
livestock, cow
freeze, ice
pierce, hole
thunder, storm
dolphin, whale
dolphin, fish
corpse, body
acorn, seed
bald, head
preach, tell
fork, spoon
dove, bird
chameleon, lizard
flee, escape
flee, run
rooster, hen
widow, woman
barley, rye
barley, wheat
throat, neck
throat, rope
throat, swallow
wasp, bee
oat, grain
kidney, bean
squat, sit
nephew, son
bless, good
caterpillar, insect
valley, river
valley, green
damp, wet
fir, tree
summit, top
summit, mountain
midday, sun
toad, frog
heel, foot
sparrow, bird
saliva, spit
cloudy, dark
cloudy, cloud
lick, tongue
footprint, foot
plough, dig
pan, pot
navel, stomach
pill, medicine
beggar, poor
hawk, owl
boar, pig
raven, black
conceive, pregnant
necklace, chain
necklace, neck
vine, grape
vine, wine
frost, ice
frost, snow
mast, sail
grandfather, grandmother
fur, hair
shin, bone
shin, leg
bait, fishhook
crow, bird
lobster, fish
paddle, boat
paddle, canoe
paddle, row
niece, nephew
niece, uncle
niece, aunt
merry, happy
udder, milk
twig, branch
twig, wood
belly, stomach
pine, tree
lip, edge
severe, hard
postcard, letter
forehead, nose
forehead, head
shiver, fever
lasso, rope
lizard, snake
bloom, flower
dive, swim
bloom, flower
sleeve, arm
fingernail, finger
ladle, spoon
scrape, scratch
shark, fish
seed, harvest
skull, head
bison, ox
kneel, bow
clay, pot
clay, wet
python, snake
beggar, poor
parrot, bird
accuse, blame
paddle, boat
paddle, canoe
sweep, broom
sweep, clean
wages, money
wages, pay
hyena, animal
swamp, mud
elevation, high
heel, foot
rooster, chicken
bless, priest
lip, mouth
lip, face
thorn, pain
lasso, rope
lick, tongue
bead, necklace
parakeet, parrot
raven, black
belly, stomach
barley, oat
barley, grain
tortoise, turtle
sloth, lazy
bore, hole
hawk, eagle
clan, family
pierce, nose
pierce, hole
crush, destroy
flee, run
flee, escape
weave, dream
screwdriver, tool
jaw, bone
frost, snow
calf, cow
calf, leg
termite, ant
chisel, carve
rub, touch
gecko, lizard
thunder, lightning
thunder, cloud
lobster, red
footprint, path
pouch, bag
pouch, pocket
kidney, urine
wasp, bee
december, february
udder, nipple
udder, milk
tread, step
toad, from
nipple, breast
eyebrow, eyelash
grasshopper, insect
latch, lock
latch, key
itch, scratch
claw, hand
forehead, head
ram, bull
raft, river
anvil, blacksmith
ash, fireplace
throat, swallow
twig, branch
twig, wood
mosquito, insect
idol, statue
spit, saliva
spit, wet
summit, top
summit, mountain
nephew, cousin
midday, sun
midday, lunch
damp, wet
fir, tree
fir, pine
freeze, ice
raw, meat
raw, cold
bracelet, hand
chin, mouth
livestock, animal
magician, magic
temple, worship
hail, snow
injure, damage
cave, hole
pinch, squeeze
pine, tree
bald, head
moth, insect
bait, hook
cheek, face
wipe, clean
boar, pig
coconut, tree
ram, sheep
ram, ewe
ram, lamb
postcard, letter
swamp, mud
raw, meat
raw, cold
belly, stomach
oar, row
rooster, chicken
idol, statue
idol, god
shin, bone
wipe, clean
yawn, tired
thorn, sharp
greasy, smooth
mute, deaf
mason, blacksmith
screwdriver, tool
elevation, high
elevation, mountain
pouch, bag
salty, spicy
niece, girl
niece, cousin
livestock, cow
livestock, bull
shark, fish
seed, flower
frost, ice
frost, snow
udder, milk
spit, saliva
liver, kidney
bloom, flower
fir, tree
physician, nurse
corpse, dead
corpse, body
coyote, dog
gecko, lizard
python, snake
hyena, animal
lip, edge
ash, charcoal
ash, fireplace
seagull, bird
jaw, face
bait, hook
weave, yarn
soot, ash
jealous, envy
fur, soft
sleeve, arm
womb, baby
ripe, ripen
jewel, money
sword, gold
lasso, rope
cultivate, grow
spade, shovel
paddle, canoe
pine, tree
pine, cone
barley, grain
barley, wheat
ladle, spoon
heron, bird
thunder, lightning
thunder, storm
scrape, scratch
spear, knife
thread, cotton
lick, tongue
envy, jealous
magpie, bird
chin, jaw
chin, mouth
famine, hunger
twig, branch
twig, wood
twig, tree
valley, deep
termite, ant
vine, leaf
forge, blacksmith
buttocks, bottom
betray, enemy
colorful, book
calf, cow
sparrow, bird
shovel, spade
shovel, garden
cloak, coat
skull, head
itch, scratch
scold, angry
eyebrow, eye
anvil, blacksmith
wages, money
squat, sit
flee, escape
beggar, poor
merry, happy
oat, grain
gravel, sand
uncover, open
fatigue, tired
fin, tail
wasp, bee
wasp, insect
wasp, insect
plough, furrow
acorn, oak
acorn, seed
wasp, insect
acorn, oak
midday, afternoon
midday, lunch
midday, sun
weave, knit
wages, money
vulture, bird
jaw, mouth
jaw, chew
bead, necklace
fortress, camp
chameleon, lizard
jewel, beautiful
eagle, bird
sweep, broom
sweep, brush
lip, mouth
elevation, high
elevation, mountain
shovel, spade
frost, cold
yawn, tired
mosquito, bite
forehead, nose
flea, flee
wipe, clean
parrot, bird
scrape, cut
necklace, neck
vertical, straight
soot, ash
beggar, poor
bless, priest
merry, happy
pheasant, feather
temple, church
chimney, fireplace
lasso, rope
ripe, ready
calf, cow
heap, high
corpse, dead
womb, baby
dive, swim
dive, jump
kidney, bean
kidney, urine
cloak, coat
raven, black
itch, scratch
chin, mouth
fatigue, tired
shin, leg
shin, bone
tortoise, turtle
rooster, hen
ram, goat
toad, frog
summit, top
belly, stomach
scar, wound
skull, head
brown, bark
famine, hunger
foam, soap
rib, bone
bloom, flower
ladle, spoon
dolphin, fish
pity, regret
caterpillar, worm
paddle, canoe
pine, tree
postcard, letter
mumble, stutter
mumble, whisper
crow, bird
rub, touch
moth, butterfly
moth, butterfly
kneel, bend
freeze, ice
raw, meat
nephew, niece
nephew, aunt
plough, share
plough, field
python, snake
plough, share
weapons, sword
weapons, knife
pouch, pocket
pouch, sack
sparrow, bird
mattress, bed
twig, branch
twig, tree
sparrow, bird
adobe, hut
nipple, milk
mason, carpenter
twig, branch
twig, tree
nipple, breast
footprint, foot
footprint, shoe
gecko, lizard
weapons, gun
merry, happy
midday, afternoon
shiver, fever
heron, bird
latch, key
niece, nephew
niece, girl
sweep, broom
thorn, bush
forge, forest
forge, push
summit, hill
summit, mountain
necklace, chain
bore, hole
dove, bird
calf, cow
calf, leg
calf, young
bloom, flower
raw, meat
raw, cold
raven, black
barley, bread
barley, grain
belly, stomach
liver, red
strain, pull
crawl, walk
mute, deaf
lick, suck
lick, tongue
sling, throw
bead, necklace
mosquito, bite
vulture, bird
vulture, buzzard
adobe, clay
flee, run
flee, escape
temple, church
weed, grass
beggar, poor
wipe, clean
claw, paw
shore, water
spit, saliva
grandfather, old
burning, wood
burning, itch
tortoise, turtle
python, snake
cheek, face
foam, soap
screwdriver, tool
cultivate, grow
yawn, tired
acorn, nut
elevation, mountain
udder, milk
eyebrow, blink
fireplace, fire
termite, ant
conceive, idea
ash, fire
damp, wet
spear, sword
preach, speak
lobster, red
freeze, ice
magpie, bird
thread, string
weave, braid
raft, boat
leech, swim
ripe, ready
cave, hole
cave, cliff
lip, mouth
lip, tongue
heel, foot
mattress, bed
fork, spoon
reef, fish
thunder, lightning
thunder, storm
wages, money
bracelet, ring
saliva, mouth
paddle, boat
paddle, oar
fatigue, tired
corpse, dead
corpse, body
vine, wine
vine, grape
envy, jealous
bait, worm
dive, jump
throat, swallow
trough, ditch
throat, neck
throat, swallow
pine, tree
seed, harvest
parrot, bird
shin, bone
fingernail, finger
peel, skin
shy, boy
ladle, spoon
salty, sea
itch, scratch
goose, swan
scrape, bruise
ram, sheep
gecko, lizard
toad, frog
crush, press
mast, sail
pork, pig
squat, sit
famine, hunger
famine, hunger
plough, field
toad, frog
magician, magic
ripe, ready
ripe, red
seed, grass
kneel, knee
coyote, wolf
lobster, crab
salty, brackish
itchy, scratch
parents, father
parents, mother
brown, yellow
saliva, spit
raven, crow
raven, black
parrot, green
weave, spindle
vulture, buzzard
skull, head
squat, sit
centipede, worm
liver, red
niece, girl
niece, nephew
niece, aunt
oat, barley
oat, wheat
womb, baby
jaw, mouth
jaw, chew
acorn, nut
idol, statue
howl, cry
summit, top
mattress, bed
crow, bird
forge, blacksmith
pan, stove
frost, cold
hyena, animal
flute, pipe
grandfather, old
fir, tree
latch, key
latch, lock
pinch, steal
magpie, bird
cultivate, grow
vine, wine
fatigue, tired
ram, goat
severe, hard
boar, pig
dolphin, fish
preach, speech
yawn, tired
barley, wheat
barley, rye
wasp, bee
grasshopper, insect
valley, green
twig, branch
twig, tree
fortress, big
slanted, crooked
brave, good
brave, soldier
cockroach, insect
mute, deaf
garlic, onion
python, snake
lip, mouth
shark, whale
collar, neck
collar, jewel
pine, tree
shin, bone
raft, river
heron, bird
screwdriver, tool
midday, sun
sweep, clean
sweep, broom
calf, shin
calf, leg
calf, cow
elevation, high
kidney, stone
kidney, bean
coconut, tree
thunder, storm
fork, spoon
sparrow, bird
nipple, breast
beggar, poor
oar, row
freeze, ice
spit, vomit
envy, jealous
caterpillar, worm
rooster, hen
rooster, chicken
ash, fire
ash, burn
seagull, bird
shiver, shake
nostril, nose
moth, butterfly
udder, milk
cave, man
forehead, face
termite, ant
tortoise, turtle
claw, paw
chameleon, lizard
tortoise, turtle
livestock, cattle
paddle, canoe
paddle, oar
cheek, face
hail, snow
pine, tree
